Country,StateName,StateCode,Year,Month,Date,City,Station,AQI_avg,AQI_max,AQI_min,AQI_count
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Jammu,Moderate,138.8940141,138.8940141,138.8940141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",03-01-2020,Jammu,Moderate,134.0033798,134.0033798,134.0033798,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",03-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",04-01-2020,Jammu,Moderate,138.8940141,138.8940141,138.8940141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",04-01-2020,Pulwama,Moderate,145.7409021,145.7409021,145.7409021,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",05-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",05-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",06-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",06-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",07-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",07-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",08-01-2020,Jammu,Moderate,132.0471261,132.0471261,132.0471261,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",08-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",09-01-2020,Jammu,Moderate,136.9377604,136.9377604,136.9377604,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",09-01-2020,Pulwama,Moderate,116.3970963,116.3970963,116.3970963,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",10-01-2020,Jammu,Moderate,141.8283947,141.8283947,141.8283947,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",10-01-2020,Pulwama,Moderate,135.9596335,135.9596335,135.9596335,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",11-01-2020,Jammu,Moderate,134.9815067,134.9815067,134.9815067,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",11-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",12-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",12-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",13-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",13-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",14-01-2020,Jammu,Moderate,145.7409021,145.7409021,145.7409021,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",14-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",15-01-2020,Jammu,Moderate,132.0471261,132.0471261,132.0471261,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",15-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",16-01-2020,Jammu,Moderate,144.7627753,144.7627753,144.7627753,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",16-01-2020,Pulwama,Moderate,140.8502678,140.8502678,140.8502678,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",17-01-2020,Jammu,Moderate,139.872141,139.872141,139.872141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",17-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",18-01-2020,Jammu,Moderate,138.8940141,138.8940141,138.8940141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",18-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",19-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",19-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",28-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",20-01-2020,Jammu,Moderate,139.872141,139.872141,139.872141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",20-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",21-01-2020,Jammu,Moderate,140.8502678,140.8502678,140.8502678,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",21-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",22-01-2020,Jammu,Moderate,139.872141,139.872141,139.872141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",22-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",23-01-2020,Jammu,Moderate,143.7846484,143.7846484,143.7846484,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",23-01-2020,Pulwama,Moderate,124.2221112,124.2221112,124.2221112,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",24-01-2020,Jammu,Moderate,134.9815067,134.9815067,134.9815067,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",24-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",25-01-2020,Jammu,Moderate,128.1346187,128.1346187,128.1346187,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",25-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",26-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",26-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",27-01-2020,Jammu,Moderate,135.9596335,135.9596335,135.9596335,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",27-01-2020,Pulwama,Moderate,134.0033798,134.0033798,134.0033798,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",28-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",29-01-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",29-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",30-01-2020,Jammu,Moderate,127.1564918,127.1564918,127.1564918,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",30-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",31-01-2020,Jammu,Moderate,123.2439844,123.2439844,123.2439844,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","January, 2020",31-01-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",01-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",01-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",02-11-2020,Jammu,Moderate,141.8283947,141.8283947,141.8283947,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",02-11-2020,Pulwama,Moderate,155.5221707,155.5221707,155.5221707,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",03-11-2020,Jammu,Moderate,135.9596335,135.9596335,135.9596335,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",03-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",04-11-2020,Jammu,Moderate,145.7409021,145.7409021,145.7409021,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",04-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",05-11-2020,Jammu,Moderate,143.7846484,143.7846484,143.7846484,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",05-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",06-11-2020,Jammu,Moderate,136.9377604,136.9377604,136.9377604,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",06-11-2020,Pulwama,Moderate,132.0471261,132.0471261,132.0471261,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",07-11-2020,Jammu,Moderate,145.7409021,145.7409021,145.7409021,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",07-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",08-11-2020,Jammu,Moderate,140.8502678,140.8502678,140.8502678,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",08-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",09-11-2020,Jammu,Moderate,153.565917,153.565917,153.565917,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",09-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",10-11-2020,Jammu,Moderate,139.872141,139.872141,139.872141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",10-11-2020,Pulwama,Moderate,153.565917,153.565917,153.565917,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",11-11-2020,Jammu,Moderate,140.8502678,140.8502678,140.8502678,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",11-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",12-11-2020,Jammu,Moderate,142.8065216,142.8065216,142.8065216,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",12-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",13-11-2020,Jammu,Moderate,168.2378199,168.2378199,168.2378199,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",13-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",14-11-2020,Jammu,Moderate,169.2159468,169.2159468,169.2159468,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",14-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",15-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",15-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",16-11-2020,Jammu,Moderate,103.6814472,103.6814472,103.6814472,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",16-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",17-11-2020,Jammu,Moderate,139.872141,139.872141,139.872141,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",17-11-2020,Pulwama,Moderate,133.025253,133.025253,133.025253,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",18-11-2020,Jammu,Moderate,135.9596335,135.9596335,135.9596335,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",18-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",19-11-2020,Jammu,Moderate,153.565917,153.565917,153.565917,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",19-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",20-11-2020,Jammu,Moderate,146.719029,146.719029,146.719029,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",20-11-2020,Pulwama,Moderate,151.6096633,151.6096633,151.6096633,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",21-11-2020,Jammu,Moderate,152.5877902,152.5877902,152.5877902,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",21-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",22-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",22-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",23-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",23-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",24-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",24-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",25-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",25-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",26-11-2020,Jammu,Moderate,150.6315364,150.6315364,150.6315364,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",26-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",27-11-2020,Jammu,Moderate,147.6971559,147.6971559,147.6971559,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",27-11-2020,Pulwama,Moderate,127.1564918,127.1564918,127.1564918,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",28-11-2020,Jammu,Moderate,145.7409021,145.7409021,145.7409021,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",28-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",29-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",29-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",30-11-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","November, 2020",30-11-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",01-12-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",01-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",02-12-2020,Jammu,Moderate,158.4565513,158.4565513,158.4565513,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",02-12-2020,Pulwama,Moderate,128.1346187,128.1346187,128.1346187,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",03-12-2020,Jammu,Moderate,158.4565513,158.4565513,158.4565513,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",03-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",04-12-2020,Jammu,Moderate,149.6534096,149.6534096,149.6534096,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",04-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",05-12-2020,Jammu,Moderate,137.9158873,137.9158873,137.9158873,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",05-12-2020,Pulwama,Moderate,128.1346187,128.1346187,128.1346187,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",06-12-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",06-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",07-12-2020,Jammu,Moderate,175.0847079,175.0847079,175.0847079,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",07-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",08-12-2020,Jammu,Moderate,143.7846484,143.7846484,143.7846484,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",08-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",09-12-2020,Jammu,Moderate,166.2815662,166.2815662,166.2815662,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",09-12-2020,Pulwama,,,,,0
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","January, 2020",25-01-2020,Puri,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",10-12-2020,Jammu,Moderate,170.1940736,170.1940736,170.1940736,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",10-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",11-12-2020,Jammu,Moderate,130.0908724,130.0908724,130.0908724,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",11-12-2020,Pulwama,Moderate,180.9534691,180.9534691,180.9534691,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",12-12-2020,Jammu,Moderate,111.506462,111.506462,111.506462,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",12-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",13-12-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",13-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",14-12-2020,Jammu,Moderate,117.3752232,117.3752232,117.3752232,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",14-12-2020,Pulwama,Moderate,109.5502083,109.5502083,109.5502083,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",15-12-2020,Jammu,Moderate,118.3533501,118.3533501,118.3533501,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",15-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",16-12-2020,Jammu,Moderate,171.1722005,171.1722005,171.1722005,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",16-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",17-12-2020,Jammu,Moderate,192.6909914,192.6909914,192.6909914,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",17-12-2020,Pulwama,,,,,0
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","November, 2020",07-11-2020,Puri,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",18-12-2020,Jammu,Poor,220.0785435,220.0785435,220.0785435,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",18-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",19-12-2020,Jammu,Poor,215.1879092,215.1879092,215.1879092,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",19-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",20-12-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",20-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",21-12-2020,Jammu,Poor,213.2316555,213.2316555,213.2316555,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",21-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",22-12-2020,Jammu,Poor,223.991051,223.991051,223.991051,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",22-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",23-12-2020,Jammu,Poor,197.5816257,197.5816257,197.5816257,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",23-12-2020,Pulwama,Moderate,122.2658575,122.2658575,122.2658575,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",24-12-2020,Jammu,Poor,209.3191481,209.3191481,209.3191481,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",24-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",25-12-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",25-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",26-12-2020,Jammu,Poor,223.991051,223.991051,223.991051,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",26-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",27-12-2020,Jammu,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",27-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",28-12-2020,Jammu,Moderate,193.6691183,193.6691183,193.6691183,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",28-12-2020,Pulwama,Moderate,110.5283352,110.5283352,110.5283352,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",29-12-2020,Jammu,Moderate,194.6472451,194.6472451,194.6472451,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",29-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",30-12-2020,Jammu,Moderate,171.1722005,171.1722005,171.1722005,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",30-12-2020,Pulwama,,,,,0
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",31-12-2020,Jammu,Moderate,187.8003571,187.8003571,187.8003571,1
India,Jammu and Kashmir,1,"Calendar Year (Jan - Dec), 2020","December, 2020",31-12-2020,Pulwama,,,,,0
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Baddi,Moderate,107,107,107,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Damtal,Moderate,103,103,103,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Dharamshala,Good,45,45,45,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Kala Amb,Moderate,118,118,118,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Manali,Satisfactory,67,67,67,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Nalagarh,Moderate,102,102,102,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Parwanoo,Good,48,48,48,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Poanta Sahib,Satisfactory,100,100,100,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Shimla,Satisfactory,53,53,53,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Sunder Nagar,Satisfactory,71,71,71,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Una,Satisfactory,58,58,58,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",01-01-2020,Vashisht,,,,,0
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Baddi,Moderate,101,101,101,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Damtal,Satisfactory,56,56,56,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Dharamshala,Good,46,46,46,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Kala Amb,,,,,0
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Manali,Satisfactory,51,51,51,1
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Nalagarh,,,,,0
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","January, 2020",02-01-2020,Parwanoo,Satisfactory,60,60,60,1
